SOYAD, SAYI
KUCUKDEMIRKOL,5
SALAKOZLU,5
SUKUSUOGLU,5
DALBASDI,5
GUCUKBACAK,5
KUCUKHALICI,5
YEKENOGLU,5
ASURER,5
TASDELMIS,5
GUNUUC,5
KARABUZAGI,5
AGIRKULAK,5
INCEKUM,5
GULBITMEZ,5
TENDERIS,5
UYSALGENC,5
DEMIRIN,5
TONBUS,5
AZIRCI,5
KARASUSAGI,5
NUCAKLI,5
GARIPER,5
KEMERDAS,5
UZENAY,5
PANCARCIOGLU,5
SOYKAR,5
SALAMIN,5
KASIMHOCAOGLU,5
OKNEK,5
KINECI,5
PINEVNELI,5
LAURENT,5
GORAR,5
PALTALAR,5
BOYUKTURKMEN,5
PUYTU,5
SENCUT,5
KAGANKAYA,5
KARASISEK,5
YILSEVEN,5
KIGIN,5
ISKILI,5
MEDETALIBEYOGLU,5
UCALI,5
ALASERHAT,5
IRKANLI,5
ZEKER,5
SAMEDOVA,5
IZZETOGULLARI,5
TEZA,5
ZAMBURKAN,5
MEMETHAN,5
PAKVARDAR,5
SAYADAN,5
SEYIRDALI,5
SENPINARLI,5
DEMIRHANCER,5
ERDEMKILIC,5
TOPNUR,5
TUGANOGLU,5
IYIGUDER,5
SONDUGAN,5
TAHIROVA,5
KARADEDEOGLU,5
OKUOZ,5
CUZUKUOGLU,5
YERLIKOK,5
DALDALOGLU,5
KANVEREN,5
UZUNDURDU,5
ALTINCEYREK,5
DELUL,5
BOLCELIK,5
YANBAKMAZ,5
USTUNERGIL,5
BASUGUT,5
KECMENER,5
GULNAZIK,5
HASGECKIN,5
GULBESER,5
KUYUKOY,5
NILIKAR,5
KARAESEN,5
YUCEKONUK,5
CAMYAN,5
KAYBOLMAZ,5
KOCASABANCI,5
PARSLAN,5
KANDEMI,5
YOKLAYAN,5
DINEMIT,5
HASAOGLU,5
ARIDILEK,5
MANKIN,5
KIRANSA,5
TOSTCUOGLU,5
PEKOZEL,5
ISTENMAKALI,5
EZELTURK,5
BUYUKUTNU,5
TRAKMAN,5
KAFALAR,5
NURYADI,5
REM,5
PARAFAN,5
MANGLAY,5
OZOMURTAG,5
HALCIOGLU,5
UGUTTUREN,5
NALDAR,5
PEKIRGE,5
ZILGIR,5
OZCARK,5
SINIRCA,5
UZUNTULUM,5
KAYAARAR,5
ABDELAL,5
KORACLI,5
SULCEN,5
CORNU,5
UGURI,5
HEIN,5
BUYUKEKER,5
YILDIZGOCER,5
BAYMUL,5
AYTABAN,5
ULKUTOPLAR,5
MISIRLIOGULLARI,5
SEMSIYELI,5
TEKINCITAK,5
AZIS,5
SUMLULU,5
OMURSUN,5
ATILGANC,5
SOZKIRMAZ,5
DINLEMIS,5
DUZSU,5
OGRETICIOGLU,5
ARSLANKIRAY,5
HANGI,5
SIFTAHOGLU,5
GOGANOGLU,5
ZEBEKOGLU,5
BEDIS,5
BUYUKCULA,5
KARADURALI,5
CANPE,5
CANGORE,5
BECEN,5
YERBULAN,5
OZURGUPLU,5
TALINAZ,5
EYNIRLIOGLU,5
NASIFLI,5
ATESMERCIMEK,5
TILU,5
TOYBAN,5
KELULER,5
SONKAR,5
YELDAS,5
TONTUOGULLARI,5
SOMEZ,5
TEBIRI,5
MATALMAN,5
CEVIKDAMAR,5
SOGANYEMEZ,5
KARPEC,5
MISGUROGLU,5
KARSLIFAKIOGLU,5
BERTIK,5
YARAMUT,5
AGRAN,5
SARIOZER,5
BESLERDI,5
UNLUYUREKLI,5
UNLUYURTEN,5
AKSIMIR,5
TUNAGOZ,5
AKTORUS,5
DELISIH,5
OYMACINAR,5
YALCINGECGEL,5
YARTUM,5
GOZEDEV,5
TUCBAS,5
KOPKAL,5
HARDING,5
AGAMOGLU,5
KARACAYIL,5
ONURAK,5
BUYAKUTLUG,5
UGURLUSANLITURK,5
UYGUNOZ,5
SACLITURE,5
TACOL,5
PEPEMEN,5
ASAYOGLU,5
SINYILMAZ,5
KAYAKIT,5
DINCGEZER,5
OZKANLIER,5
KOCAARIK,5
IYIELMA,5
UZATOZ,5
CAGIMLAR,5
KARAYAZIM,5
OZETLERER,5
GUBULUSOGLU,5
ALRAMAZANOGLU,5
OCUKCEN,5
KESERKILIC,5
YETGINE,5
LAVKOR,5
OZKARMAN,5
KEYIFCATAN,5
HANIMOGULLARINDAN,5
KAHIZ,5
OCALDIN,5
HASSEKER,5
COSKUNKOROMEROGLU,5
OZATINC,5
GUCRAY,5
YETIKEL,5
KAPUR,5
CIGATAYLI,5
UGURPALA,5
SINSAL,5
SALFUN,5
COKGUNGORDU,5
OZELPINARLI,5
OGUTCULER,5
BERKUREN,5
BULUTKOY,5
BICIMLIER,5
TAMASTEPE,5
ISCIEROGLU,5
GIRAMSIZ,5
TAPTUK,5
EGILMEZCAN,5
CANDAVIR,5
ISLETGE,5
BUHSEM,5
SANATMAN,5
AYKAMIS,5
BUYUKKATRAN,5
PEKKARACAN,5
ERSUGONCU,5
KOLDACI,5
UKINC,5
TANGUCER,5
NABITOGLU,5
ZAMANI,5
KUTUY,5
ARNABAT,5
ORGERIN,5
BALIKCIBASOGLU,5
DARKILIC,5
RENCU,5
ESKITEKELI,5
ALLAHVERDIYEVA,5
ALTINSUZEN,5
BAYLACA,5
CEMENCI,5
TURKART,5
SEPEKAN,5
KULKADER,5
GOMSAK,5
DURBULU,5
CANLISEVEN,5
SUREMEZ,5
CILKILINC,5
KORUMAN,5
SAGMAZ,5
YILDIRIMDAN,5
AGALARER,5
AYETOGLU,5
OCUD,5
SUVECLU,5
SETER,5
CAREY,5
ALTANSOYU,5
CIKIRDAS,5
PEKCABUKGIDEN,5
YASDIOGLU,5
OKCUBABAOGLU,5
KORRECEPOGLU,5
TEHOS,5
NICELIK,5
AYGUVENC,5
AYIRMAC,5
SOMUNKIRANLAR,5
IRMAKGOZU,5
SABAHSEN,5
TOKADAM,5
ESERCE,5
YERESEN,5
YILMAZKILIC,5
KALAF,5
BADRASLIOGLU,5
BUTLER,5
TOKYUREKLI,5
PERKIM,5
TURELIOGLU,5
RICHTER,5
HAMVI,5
TUVET,5
NASAROGLU,5
BASSATAN,5
DASTELEN,5
ESKIYUKCU,5
BUGATIR,5
OZLUOYMAK,5
BUYUKAKARSU,5
LIHI,5
UCMANYIGIT,5
ALANTUG,5
TOPUCER,5
OZADANALI,5
INANCURCI,5
ORMERAL,5
SENDASER,5
TUPLUK,5
COKDUYGULU,5
TANRIOVERBAS,5
UZLUCA,5
ALUZEVCIL,5
TURKONU,5
MORCIMEN,5
HARGEN,5
AYAZKIR,5
PEKERTEKIN,5
GINGIRGA,5
OKDESIR,5
UCIN,5
UNSURORLU,5
CAMPBELL,5
MEKTEBI,5
INCEAYDINLIK,5
ARAYAGIRMEZ,5
TUTUNALAN,5
COLLI,5
BELCINERGIN,5
ELEMIR,5
TANGSAK,5
TILENINOGLU,5
ILBAZAN,5
AYMANOGLU,5
UYGUTTEKIN,5
SENDALGICOLAN,5
KAYRALDIZ,5
FILIKSAC,5
BAYBUZ,5
VERIMCI,5
ALEVBICER,5
PRELORENZO,5
DAGVERAN,5
ISCITURK,5
ALTUNEK,5
KUMURU,5
CILEKRENKLI,5
JASIM,5
HASMANTAR,5
GITKA,5
ZIRAK,5
UNLUEVCEK,5
ISLERKOL,5
KUTSALGUL,5
GOKKAP,5
SENYILMAZLAR,5
ANLAYAR,5
OGUDAYCAGLAN,5
EMRAHLI,5
ALOUZI,5
BERBERER,5
SAFIOZCELIK,5
ULUCAAY,5
USTEKAR,5
TERKOC,5
CAMUZPINARI,5
KARADONLU,5
BEKSOFUZADE,5
AKABIL,5
BEYSULAN,5
BABALIGARIP,5
ROBINSON,5
STEPANOVA,5
SIAP,5
FASULYE,5
BENTBASI,5
TENKTAS,5
OZBEYTUMER,5
YATLAZ,5
KANDEMIRTAVUS,5
AKBAGI,5
ERCALIKUSU,5
AYRIYURT,5
KANMAZER,5
IZCIL,5
YURDSUZ,5
AKTOZAR,5
BOZTUNALI,5
ILDIRSAHIN,5
ALTINYELEK,5
ERENLIOGLU,5
BERCIL,5
SAHMEHMETOGLU,5
YUNEYOGLU,5
NAMAZOVA,5
SENLUG,5
AYYILDIZAKAL,5
TOPALARIFOGLU,5
STOIAN,5
TOSBACI,5
DERYAZOGLU,5
BAHCEDERE,5
FEZAIL,5
SILIL,5
KOYLER,5
AYDINBAG,5
DINDOGRU,5
HANKO,5
GOCMENOGULLARI,5
USLUGUL,5
ESKISAKAL,5
CELGEC,5
MANGASOGLU,5
DIVATYALI,5
AVKI,5
GOLBAY,5
ATLASPOSU,5
CEGICI,5
BOGRUM,5
ESKIKOK,5
CELMIKLIER,5
BOYUKSAVAS,5
PARTILOGLU,5
EKIZHACIOGLU,5
SEVIMTURK,5
FLOREA,5
AKTAL,5
YORUKAN,5
AKILTOPU,5
MUSAYEVA,5
AKUNTAS,5
BOZULAR,5
EHTIYAR,5
OTKUNOGLU,5
KUSATANER,5
OZENSIN,5
TIRTAROGLU,5
OPLAZGIL,5
RADIM,5
UNLUCAYAKLI,5
GUNGOROZ,5
BECERIKLISOY,5
ZORGORMUS,5
URALMAN,5
OZPACAL,5
YONGEVIZ,5
TUGALPAY,5
AKDUN,5
OZKA,5
KISAOHANYAN,5
OZKABASAKAL,5
KIREMISTI,5
CELIKKANLI,5
SAVYER,5
RECEBOV,5
TOSOOGLU,5
TIGCA,5
KIRRIK,5
KARAKUZOGULLARI,5
RADOR,5
SEVKATLI,5
ZIYAETTIN,5
TUKSAVULOGLU,5
KEZIL,5
PINDIKLIOGLU,5
HACIENSARIOGLU,5
SCHULZE,5
BAHCELERDE,5
GULABOGLU,5
KESKINAL,5
ERSENTURK,5
BAYTUG,5
SALAHO,5
SARGSYAN,5
FRIESE,5
EMRENLI,5
YILDIS,5
KUYRAL,5
OZSIRLI,5
SATAGYAN,5
KEBAPCIYAN,5
KAZEMI,5
KACAKCIOGLU,5
CIRAH,5
KUCUKERDAS,5
KIRERLERI,5
ZERENDEROGLU,5
KALKANOZ,5
GUDUKKURT,5
SIGAY,5
TOPLALI,5
ICILENSU,5
BUYUKCIVITCIOGLU,5
UYANDIRMIS,5
MIMDAR,5
KOLDEN,5
BUKUCIYAN,5
ILKERI,5
SUSANBUK,5
ULGILNAP,5
ERBASTA,5
BUYUKPABUSCU,5
SAHANDEROGLU,5
ERMANOTAN,5
ERKA,5
SUMUCAK,5
PIKE,5
SALEPCILER,5
KOSETEN,5
DUDULU,5
FIDANLIOL,5
YILMAZOZARSLAN,5
GACARLI,5
ERINEKCI,5
CUTTEN,5
JAMES,5
KARBIGAC,5
DATCALI,5
SULUKCUOGLU,5
BOGURTLEN,5
ALDIRMAZOGLU,5
TIZGOL,5
PIRANGIL,5
SARGUTAN,5
KIRLILER,5
BEYKIN,5
YIRTMAK,5
CODUKOGLU,5
HAVALAK,5
BOZDIKMEN,5
YANDAG,5
BIRANGAN,5
MOY,5
KASAPZADE,5
HATKO,5
KINISIZ,5
FEDAYILER,5
KOCNEBIOGULLARI,5
MONLACI,5
BULLU,5
BICKENCI,5
YURSUN,5
ERYILMAZLI,5
MENG,5
OZULLU,5
DURMUSSU,5
BOYUKTATLI,5
IYNEGOZ,5
YILDIRIMCAKTI,5
TESTECILI,5
ULKUHAN,5
HIZASLAN,5
BALIKAVLAYAN,5
CENKLI,5
ALFURAN,5
INENGUR,5
KINAMA,5
SENYESIL,5
ULUSTAN,5
AFGANLIOGLU,5
NASSAR,5
KORUKIR,5
YASAKUL,5
MERTAY,5
SAGME,5
BERRAKCAY,5
SEMENOVA,5
TEKIRDAGLIOGLU,5
AGCALIOGLU,5
VEYSELGIL,5
SEMSEDDIN,5
BOLMETEPE,5
CIPIS,5
NOVIKOVA,5
ERDEC,5
ALLAHVERDIYEV,5
BUCEKOGLU,5
ALGURER,5
PULDEMIR,5
HUCU,5
ULUZLAR,5
SOYGURBUZ,5
CHEN,5
YESILCILELI,5
YESILCIBIK,5
SADIKHOVA,5
DAC,5
OZBURDUR,5
MAHDUA,5
POTMA,5
PORTRECI,5
DURMASUR,5
SENIRLIOGLU,5
SUERKIP,5
URAGAT,5
ZEYPAK,5
HUSI,5
SUSTER,5
MUSUT,5
NITU,5
CETINKAR,5
SUDANLI,5
FEYZULLAYEV,5
YOUNG,5
UMULTAN,5
TOPCUOGLUGIL,5
SAKSICI,5
RAZAKOGLU,5
PAPUNCA,5
USANMAZER,5
AMUN,5
AKYERLI,5
BASHAMAMCI,5
DARVICH,5
HACISEFEROGULLARI,5
SERIGIL,5
YUCEURAL,5
DUDENER,5
MATBAY,5
CIFTCICELIK,5
WARD,5
BUYUKHAMAMCI,5
ANDREI,5
OZKAHVECIOGLU,5
GOZSECEN,5
HICDUYMAZ,5
ALAKAVUKLAR,5
OZCOLASAN,5
BUYUKFENERCIOGLU,5
SAMAKOGLU,5
AKSELIOGLU,5
IPEKERGIL,5
YUCEEVREN,5
ONALANLAR,5
DUVAKAN,5
KINKIT,5
KOKINO,5
BEKDIKHAN,5
ULUGONULLU,5
UCUSOZER,5
BUYUKGERMIYANLI,5
ELENCE,5
OZHIDIR,5
ERSAGUN,5
KENDIKAZANIR,5
ERTENA,5
DBEYS,5
TEKYAN,5
Y,5
ILKCAG,5
ALTINBOZAN,5
HAVAYIR,5
CEDIM,5
ZEKAY,5
DEMIRSAFRA,5
YARKUT,5
SERBAT,5
GULVENDIK,5
FUENTES,5
HASKAL,5
BASKOZAN,5
GRIGORYAN,5
AYANAR,5
KUCUKKABAK,5
ELSON,5
KARAOMEROGULLARI,5
HIZYETER,5
BIRD,5
OZKARACABEY,5
SOZUGUR,5
KUSBABALI,5
ELYER,5
BULUTKAL,5
SOYALAR,5
AKKONAC,5
ERMENGI,5
TEKYUZ,5
GELSAY,5
SEVINCILI,5
TANORMEN,5
NAZIKLER,5
BAYBECE,5
DALGAOGLU,5
OZKAPDAN,5
KOCAAYANOGLU,5
OZELMACILARDAN,5
VETIRMA,5
ZIMGI,5
TOYA,5
SANOGULLARI,5
BUYUKHATIPLER,5
ERGINCE,5
NACAREL,5
UYUKBAGI,5
CENAZ,5
AKINLISU,5
KARAYIZ,5
ELMALIDAN,5
GAYDIFOR,5
KARCEBASI,5
BUYUKBECEREN,5
KARUNCULA,5
BEYNEK,5
PIRICTINALI,5
SAVASCILAR,5
YAGCILIK,5
BOYLUKLU,5
IKSELIYAR,5
TERTIBIM,5
HERGUNENC,5
BICANSEN,5
TARKUM,5
PASTALLI,5
MISIRBASAK,5
KUCUKSARILAR,5
ALTINELLER,5
PADES,5
CIFTOK,5
KUTLUAKINAN,5
BENKEL,5
GANIEL,5
HARMANSAVURAN,5
MESTANLAROGLU,5
EROKTAV,5
CAKINOK,5
HASKULEKCI,5
MAKASKESEN,5
HOKEREKLI,5
ENYUREKLI,5
ISSEZEN,5
DIZICILER,5
GOKMIRZA,5
KERHAN,5
MECGEL,5
JURI,5
CAKMAKTAN,5
KUSDUGAN,5
CINTA,5
DUGANGUN,5
YESIRLILI,5
KUALIOGLU,5
OLCAYA,5
KESENMIS,5
BOREKTAR,5
BUYUKBADANALI,5
IYIGUNDEN,5
SHEIKH,5
DURALER,5
ENEYILI,5
TUTULUS,5
UKUNCER,5
GOKARA,5
AMER,5
INCAR,5
CANDARLIOGULLARI,5
KAPLICALIOGLU,5
GENESOY,5
KARASEHIR,5
ARMIT,5
KILICPIYADE,5
MANFURAT,5
EGILMEZSOY,5
DUZCEDIR,5
SAKLICACIL,5
TEKTIKEN,5
KUCUKAKGUNER,5
ALTIDEMET,5
BERIZE,5
UGLUCU,5
URSEK,5
KIEL,5
YILMAZMETIN,5
BEKKAZI,5
SERTDUVAN,5
UZKAY,5
SENARSOY,5
LEVENDER,5
SUEN,5
BEKLEMECI,5
CIMREN,5
ULUDUGAN,5
OZKAVAKLILAR,5
OZKALI,5
KAVAKKORULU,5
YAVASGIDEN,5
TURENLI,5
GUZELATLI,5
KUTUKLULU,5
KUCUKPALAMUTCU,5
BABIKAY,5
PARLATICIBILEK,5
BUYUKVARLIK,5
GOCALP,5
SUKULU,5
SIZINKAN,5
OZDEGIN,5
ALTINERDAL,5
BOCUNA,5
ARCEKEN,5
YAYGARAN,5
TINTAN,5
OZDIMETOKALI,5
KUZLAR,5
KASKALAK,5
OZKAYTAKLI,5
TOPUZLAYAN,5
SAFGOL,5
BAMEN,5
FILLIOGLU,5
ICIRIKLI,5
KAPLICE,5
KAVECIOGLU,5
SALSIK,5
BOLSEN,5
KUZEYMAN,5
ZEKERIYA,5
KUCUKKAVASOGLU,5
LEVANTE,5
DELLUL,5
OZYOKSUL,5
VIZER,5
TEKKIRAN,5
ILERISU,5
BASBU,5
DUCOGLU,5
ATESYAN,5
UBAKOKSALAN,5
USLAVAR,5
TUGEMER,5
ESKARABAY,5
DUZBUDAK,5
CAKITLIER,5
MINTENUR,5
TOROSTEPE,5
ERKAYALI,5
MUNHAN,5
LEV,5
KABAKOZLU,5
OZBEYALP,5
SORALDI,5
MILETCI,5
KOPTURK,5
SAGLIKCIOGLU,5
AYTAKLAR,5
LAGAMCI,5
SELINTI,5
FIDEKOK,5
ESKIMUTLU,5
MUKUOGLU,5
CEBICLI,5
MENDOZA,5
SARIYAZI,5
GUREMEL,5
KUTTUR,5
ALPAYTAC,5
GULKARAMAN,5
OZDOKUYUCUGIL,5
TANRIGUNVER,5
OLUKCULAR,5
ZEYTUNIYELI,5
BATIROGLU,5
HOSARSLAN,5
MUZUR,5
OZAKCORA,5
KIZILOKYAR,5
HAFIZOSMANOGLU,5
BAYRAMKARDES,5
OZYASAROGLU,5
GULLICE,5
BEYAZYESIL,5
CIBAKCI,5
BOLTAC,5
ANSAROGLU,5
KESENE,5
KEMANACI,5
DIYARBEKIRLIOGLU,5
HAYIRSAH,5
BEKUSOGLU,5
TONDA,5
CIKAM,5
ZILANOGLU,5
BALS,5
TURKCEPHE,5
OZCIRAKLI,5
YUKLI,5
GEVENDAGLI,5
OZAKKABAK,5
ARAFA,5
ANUN,5
KAYIROGLU,5
SAPOL,5
KIZILARSLANLI,5
MOHURDAM,5
DIRIHER,5
DAGSEVENKAPLAN,5
SYED,5
FRANK,5
GUVEZOGULLARI,5
CIFTKOL,5
TOYGUNCU,5
BUNET,5
GONENCEL,5
BUCUGE,5
BELLE,5
MOTO,5
GUZEYCEYLAN,5
YASARTI,5
GUNORTANC,5
TODA,5
BONJA,5
TONKAY,5
UNAYOGLU,5
GELCIN,5
MENANOGLU,5
NURIYEVA,5
BARILDAY,5
BORAMIR,5
YOLUCU,5
SAPKESEN,5
DIBIRDI,5
AYAZGIL,5
KURSEL,5
HEVIYDANLI,5
DILSIZGIL,5
NABO,5
ANADALI,5
OZEGECI,5
SELIKER,5
UNLUSELEK,5
BAYMEN,5
SERCEOZU,5
GOKLEVENT,5
ALEKSOGLU,5
CANBORA,5
GOKDEDEOGLU,5
CELIKYAZICIYAN,5
ERSONMEZOGLU,5
AYTOG,5
PEYKAN,5
YOLLAN,5
SURMEK,5
ISAM,5
NARKIZ,5
DODUK,5
HATICOGLU,5
COMBAT,5
HOKUR,5
SAKLITAS,5
SULHER,5
TARIKTAROGLU,5
SANDU,5
AKYALCINLAR,5
TECMAN,5
HAZMI,5
SALABYANLIOGLU,5
SARTAVUL,5
ASELETEN,5
OZYUSUFOGLU,5
AGBABALI,5
AKATAR,5
SULUCELIK,5
ABDALLA,5
DAHULCI,5
MALABAKAN,5
CAVAOGLU,5
SOLO,5
ALISDALI,5
KOSAKSIZ,5
KARAGIREN,5
MUMTANSAL,5
NURUGLU,5
DENKKOL,5
HABBAL,5
HOZBURUKLI,5
YAKTEMUR,5
NAZIRI,5
DUSUL,5
SELAHATTINOGLU,5
COKCOS,5
YURDISI,5
KERKIC,5
KUMARILI,5
SENARICI,5
MAYALIDAG,5
KURUDAGLI,5
NAIMEN,5
HEYBECIOGLU,5
ABDURAHMAN,5
GABEROGLU,5
SARASCI,5
TAMAHKAROGLU,5
HACIIDRIS,5
KURONDU,5
ODACIBASI,5
GUMULEK,5
VEFALI,5
ATANKAZANIR,5
ELBEYATI,5
IHRAMCI,5
OZUTOPCU,5
ALIMYAR,5
ERCAKIN,5
TANDERIS,5
CALTULUOGLU,5
MAMAHATUN,5
APCA,5
CURABEYOGLU,5
SANATEL,5
YALLIALTIN,5
GOKTEKAL,5
CETINCEKER,5
SANYUZ,5
CIKIRKAN,5
GAFFARZADEHCHAHIRI,5
OZUTUNA,5
ILISAL,5
DENIZYOLU,5
BUTGEL,5
BEDRI,5
MAZIRIK,5
BULGUC,5
FILOGULLARI,5
CIZIKMAN,5
OZEMEL,5
KUCUKTUNCAY,5
HASUGUR,5
DEMIRGUREN,5
EKELI,5
GULDUTUNA,5
PERKSU,5
BEKIROVA,5
OZRIFAIOGLU,5
YATMANEROL,5
DRAGHICI,5
BUYUKKURBAN,5
UFAKCI,5
KIRATLIGAZI,5
HEPERKAN,5
ISIBILIR,5
EGIM,5
OZSUSLER,5
AZSOYLE,5
PEYA,5
SENGECE,5
DEDEMEHMET,5
EREKDAG,5
KUVALAK,5
TASDEGIRMEN,5
ERSIRMEN,5
PEKESMER,5
ORTAKMAC,5
GULTENLI,5
ETEEVRANS,5
SERPICILER,5
MIMARIOGLU,5
GUCALTAY,5
VERTORUN,5
COMOGULLARI,5
NISANCA,5
GURZIHIN,5
HERIKLIOGLU,5
MAHNAOGLU,5
GULDEMLER,5
EL-SUUDI,5
HAMULUOGLU,5
ERSUDA,5
GORZ,5
MURTAS,5
SOYDANYAVAS,5
SEROVAOGULLARI,5
RAMAZANI,5
DENIZLILI,5
KAMACILAR,5
ALIBEKOGLU,5
HALACYAN,5
GUTAVOGLU,5
BESTOR,5
ERILKAN,5
SOLAKGIR,5
KHALEF,5
CINARBASI,5
KARABITOGLU,5
COKOYOGLU,5
ILDIROGLU,5
ATASYAS,5
KUNDAKLAR,5
KRUC,5
KIRLAY,5
DERSEHAN,5
KOCAHALILOGLU,5
PALIKAN,5
GUZELOSMAN,5
DOGANBATUR,5
BOGURTLEYEN,5
KOCABEYGIRLI,5
TUTUNIS,5
CAKEZ,5
KIGCI,5
CIVILDAR,5
ERTUGSUZ,5
PALANBEK,5
YAVASOL,5
TOGTEKIN,5
HIRACAL,5
ARGO,5
ERKAMAN,5
BOYANAY,5
CONSTANTIN,5
KOZAKCILAR,5
HAMGUL,5
SENKAYALAR,5
SERHEN,5
SENGOCGEL,5
BROOKS,5
DUREMEZ,5
ARAPHOCA,5
DIKERLI,5
DALKIRANER,5
YUMUSAT,5
KUMLUCAK,5
GENESARI,5
KUCUKIBRAHIM,5
CIRC,5
KOSANTURK,5
DINARE,5
KURALAR,5
KILIMEN,5
KOLLUYAS,5
ULUBOYLU,5
UGLJENIN,5
ELIN,5
SIPALER,5
SECGINGUL,5
DILCEKMEZ,5
MEDIOGLU,5
KUCUKKIRAY,5
AYBARZ,5
VATANINIGOREN,5
GOKCAYLI,5
BUDUNCAR,5
ASIKGUL,5
NAROVALI,5
ELETIR,5
MEMEDOSKI,5
KOCATOPUZ,5
YAHSILAR,5
YENIUNCU,5
HELVACIGIL,5
UDAOGLU,5
LIMANI,5
CIDAV,5
TEKUMIT,5
KESOL,5
FULYA,5
SUNKAN,5
OYMAKGIL,5
LICIN,5
ALIHOCIC,5
SOYUGUL,5
KASLAK,5
HUSKAROF,5
CICEKYUZLU,5
AVDIC,5
YUCELIRGIL,5
KANIN,5
CORTKARA,5
ALTINCEKI,5
SARACALI,5
DUYGULUOZ,5
VATANARTIRAN,5
ESGOR,5
SORARLI,5
HAMITOVALI,5
YASGUCLIKOL,5
AKTAT,5
VOSKERICYAN,5
LI,5
BOTNARI,5
OYTAY,5
CAGALIKOC,5
CEZIKTURK,5
SUDAGEZEN,5
SAYIPLI,5
BAHCEBAN,5
DEVIRIM,5
ERNER,5
SANJE,5
TUBUR,5
DORLEVI,5
AREZA,5
OZKIZILIRMAK,5
GUZELDEVLETYAN,5
GIBBINS,5
ALBOHAYRE,5
TOPAKEVLI,5
KOTAM,5
HALMEN,5
PEKOS,5
ZULEMYAN,5
DALSARFATI,5
MISOLAM,5
LEBEHAR,5
OZPILEVNELI,5
CERKEZO,5
SUDEKAN,5
YAZGUNES,5
UCERTAS,5
DELAREYNA,5
ELFASE,5
BALUL,5
GORKOY,5
TUKMAN,5
SARPYENER,5
MOKAY,5
HAVER,5
ASAFRANA,5
DUVENYAZ,5
EBUZZIYA,5
GABRIYEL,5
ARAF,5
BENUN,5
L.,5
CINHUSEYINOGLU,5
DEBENSASON,5
SAYAH,5
BENARDITI,5
ALANGOYA,5
INSELBERG,5
LUTEM,5
DIMOPOLOS,5
TAUSKER,5
GAKKO,5
LASLO,5
BENGLIAN,5
SUNGURBEY,5
LEVITAS,5
SAMIKOGLU,5
CENBAY,5
ARYAS,5
KIMIZCI,5
ESKIIL,5
MARULYALI,5
CIMENCILER,5
CAVIDIS,5
HARUNZADE,5
HEBEL,5
AHITOV,5
MANCER,5
FOTINOS,5
CIDECIYAN,5
TAVMEN,5
YUZATLI,5
TORFILLI,5
KOSEMATOGLU,5
KOVENKLIOGLU,5
INELMEN,5
OMAYKAN,5
AKSITLI,5
ESATGIL,5
ALYEMIS,5
ULUDAGALPAT,5
DUYKAN,5
HARAVON,5
YAPRAGIGUR,5
JAMALI,5
TAKANAY,5
AKSOLLU,5
OZYASEMINLER,5
TANPOLAT,5
INCESULAR,5
ETIKSAN,5
BARANTA,5
PALAKILIC,5
ERBEYLER,5
SINGINCLI,5
KARAYAKAYLAR,5
ALCURA,5
KELGINLIOGLU,5
TOLAYBENK,5
YAMINOGLU,5
OKTEMUS,5
OZKALYONCUOGLU,5
MERANDA,5
ASITANELIOGLU,5
KUCUKANIK,5
RADO,5
RAPTOPULOS,5
INCILLI,5
GOKALILER,5
OMINC,5
BULDURUR,5
ILEL,5
SORIS,5
GURLESEL,5
SENKIL,5
ERUNKUT,5
KUPANA,5
ELKAZA,5
TIZA,5
SARIKOYLU,5
PROSCILER,5
OZGONCELI,5
ORERLER,5
MORHAIM,5
CULAZADE,5
BERUHIL,5
ALPANLI,5
SEZGINMAN,5
ISTRIGO,5
AKYONDEM,5
MESHULAM,5
VENTORERO,5
CIZERGIL,5
BULKAT,5
BATURAYGIL,5
ERDENCMEN,5
TUGCAY,5
GUNMAN,5
LEVATON,5
BENZERAY,5
YESIRTEN,5
BUYUKALTINCIZME,5
GURZAP,5
KARSUBAG,5
SANDERS,5
OZOCKAN,5
SIDDETLI,5
YARATANER,5
BOYBEYLERI,5
RAPAYAZDIC,5
ZIVER,5
BOZLOY,5
ADAOTU,5
GORSON,5
FAHIR,5
OKUMUSSOY,5
SARIBATI,5
MOEL,5
KARCIKAR,5
LERGA,5
ARMANGIL,5
ILKORUR,5
YAMACOGUZ,5
BUYUKOZCAN,5
OZFER,5
YUKEB,5
ELVASVILI,5
BITARGIL,5
CIZGENAKAT,5
KOCIBEY,5
TRANOS,5
MISKOEN,5
GURERGILLER,5
KROM,5
OMURDES,5
KARANFILLI,5
PANCUK,5
KONGUOGLU,5
ALPOZAN,5
KURTBARLAS,5
ERBOKE,5
GOKCAKIN,5
BAROUH,5
SITON,5
ARHANYAN,5
KOBANERI,5
SPOREL,5
KERKI,5
FENMEN,5
EPUK,5
KOHENER,5
KASKARLI,5
SAGLIKOVA,5
OZPAGDA,5
BOZAKMAN,5
ULUANT,5
HALILOV,5
SAGIROSMAN,5
CEV,5
ERYETISTI,5
ONKILIC,5
SIKKAK,5
MUMCULU,5
TATONYAN,5
HANSON,5
PINAROBA,5
TIRPANTAS,5
HANCIYAN,5
AGIRYURUYEN,5
ALTKAYA,5
ASIKYAN,5
OZKARAFAKILI,5
MALIKOV,5
SIFELER,5
OZKOLCAK,5
